,0
171,(-180.35015172580987+1.6848501760424739e-15j)
172,(-200.97589994022096-3.058151655986217e-15j)
173,(-200.74156153561935-2.220457741796577e-14j)
174,(-200.7415615356186-6.145691594516833e-15j)
175,(-200.97589994022067-2.1886064567436024e-14j)
176,(-198.9158904462062+1.0658141039196544e-14j)
177,(-198.91589044620602-4.9404924595819466e-15j)
178,(-186.54713524574458-6.654808620790685e-15j)
179,(-186.54713524574476+2.9639376890322477e-16j)
180,(-196.59400793683642+1.0214034795904658e-14j)
181,(-196.59400793683577+1.5588062524801716e-14j)
182,(-194.7683368474231-1.4210854272631455e-14j)
183,(-194.76833684742297-3.2310308942240518e-15j)
184,(-188.57135332748862-3.5526977842844952e-15j)
185,(-188.57135332748845-1.8416691782707773e-14j)
186,(-190.3970244169011-8.43782649723335e-15j)
187,(-190.39702441690082-1.2811962862152582e-14j)
188,(-190.59835766377205+9.373291944400493e-15j)
189,(-190.5983576637722+1.379452108096757e-14j)
190,(-190.69468884452766-1.1546218626218207e-14j)
191,(-190.69468884452786+7.562418573303642e-15j)
192,(-5.765983336778685e-14-6.677501013872898e-16j)
193,(-307.1367378849183+3.829581321714999e-15j)
194,(-299.68276140753846+9.608588134904261e-16j)
195,(-208.29814836593837-7.839060958526108e-15j)
196,(-209.2166718098054+2.6291299472543536e-15j)
197,(-295.1369748184696+1.3387136273603684e-15j)
198,(-212.03880698995962-4.30927831009197e-15j)
199,(-216.92489242498198-1.0051372526573538e-15j)
200,(-290.49850119462815-9.074506429596869e-15j)
201,(-218.86878576529557-3.678731675941767e-15j)
202,(-288.87720829265953+1.1761558154393358e-14j)
203,(-224.8550965995817+2.809902492764136e-15j)
204,(-227.52099005056766+6.055205943253714e-15j)
205,(-281.74794046388934-4.6919115080923e-15j)
206,(-278.98195605211214+3.585311549176734e-15j)
207,(-230.30045228562986+1.4119882545855201e-14j)
208,(-275.6700550032-2.892988745955837e-15j)
209,(-232.05769988442503+5.7337388265461265e-15j)
210,(-235.2180684456477+2.499392487637954e-15j)
211,(-270.75189714376336+2.9779802169076777e-14j)
212,(-237.22410364525138-3.2840680397867903e-15j)
213,(-269.2332944700862+1.2237343305103167e-14j)
214,(-282.12279529255176+2.5980425871319114e-15j)
215,(-264.1303136109102+7.576200007957521e-15j)
216,(-243.379609422562+7.5236947493359e-15j)
217,(-242.0967030502788-1.4353433053304798e-15j)
218,(-241.879920124555+3.5692587594595484e-15j)
219,(-282.1227952925534+1.8789500250271777e-17j)
220,(-261.14226614212635+4.567596137586014e-15j)
221,(-252.65748185924812-3.805314337093097e-15j)
222,(-253.28668899785674+1.5267221389718075e-15j)
223,(-259.79828752544717+4.879645889418823e-15j)
224,(-256.378148518134-6.954674443128508e-15j)
225,(-275.51567753632804+9.325208627377029e-15j)
226,(-275.5156775363274-7.62078930776483e-15j)
227,(-247.7260998036954+7.064344737559157e-16j)
228,(-232.7652896175776+4.4407155531877307e-16j)
229,(-232.76528961757705-7.156926960794063e-15j)
230,(-269.8108296287673-9.378871521562437e-15j)
231,(-269.81082962876553-5.893838206112029e-15j)
232,(-266.90190523174766+1.3758836456415707e-14j)
233,(-266.9019052317466-4.254192484398622e-15j)
234,(-239.8574059015146-9.499612540575227e-15j)
235,(-239.85740590151445+4.0427947448073986e-14j)
236,(-241.00817414658528+5.329069649334482e-15j)
237,(-241.00817414658422+3.0313425380956716e-14j)
238,(-263.32118049132976+3.5527114584679503e-15j)
239,(-263.32118049132976+1.995625886763719e-14j)
240,(-263.20371187254057-1.4189672787369574e-14j)
241,(-263.20371187253994-3.8913317013111737e-14j)
242,(-259.8097889478097+1.421057494454776e-14j)
243,(-259.8097889478094+5.96189764223709e-14j)
244,(-247.49782328402185-3.300635209158423e-15j)
245,(-247.4978232840213+3.847734576702816e-14j)
246,(-248.10029043052242+7.577007824194658e-16j)
247,(-248.47117820609589+1.8207657621882384e-14j)
248,(-248.47117820609623+1.1697131978294362e-14j)
249,(-248.10029043052234+1.3323290749019707e-14j)
250,(-256.71406273510394+2.7533531010703882e-14j)
251,(-256.71406273510433+3.108624468950438e-14j)
252,(-254.58993956795894-1.0658141038759615e-14j)
253,(-254.5899395679592+8.213915658750182e-15j)
254,(-255.07829596232207-3.5527138021263606e-15j)
255,(-255.07829596232193-1.2628786905111156e-14j)
256,(-4.534345706898952e-14+7.76267400006828e-16j)
257,(-382.74946403639683+3.652334038243278e-15j)
258,(-268.32265853128763-6.071399367054516e-15j)
259,(-271.4486550597928-5.3770455919377635e-15j)
260,(-376.2850784546643+6.112792030588527e-15j)
261,(-276.71474295061194-2.3483841129677857e-17j)
262,(-281.2370201536422-1.5591557247548736e-14j)
263,(-365.3070969838188-5.480390346201859e-15j)
264,(-286.18639986873154-2.665931958660418e-15j)
265,(-287.06932435547225-3.416439302143572e-16j)
266,(-362.2130238473548+6.311095919011406e-15j)
267,(-292.68330650713193-8.23008828296857e-15j)
268,(-356.73290645819907-9.482565586295881e-15j)
269,(-355.45821997081737+5.3679084047122405e-15j)
270,(-353.6723927792614+1.0562495660872977e-14j)
271,(-351.6856044245755-5.6836805898597034e-15j)
272,(-348.03807115343346-5.843273112326549e-15j)
273,(-299.3221555172067+4.737945888383851e-15j)
274,(-301.95462499675074+1.896086002885144e-14j)
275,(-304.1507874519275+1.7522833524416332e-14j)
276,(-306.8841487401192+3.327801435577164e-14j)
277,(-339.38556445871257-8.939419507855907e-15j)
278,(-308.5440093978093-3.0668661666236986e-15j)
279,(-310.07450346781263-2.660269839066214e-15j)
280,(-355.8507889725503+2.3994697721607547e-14j)
281,(-355.8507889725503+2.2228746621166806e-14j)
282,(-313.26190578825236+1.4492424067501094e-14j)
283,(-333.67490200888153+1.12685528897459e-14j)
284,(-331.1636855669851-1.907551060821274e-14j)
285,(-337.1779567680882+4.436007347817509e-15j)
286,(-317.03250528194116-2.948879088597932e-15j)
287,(-321.65077770450574-5.1624686721524755e-15j)
288,(-299.22848866448663-2.1316282072803006e-14j)
289,(-299.22848866448635-4.440892098500626e-16j)
290,(-327.0782980402232+8.996849499343419e-15j)
291,(-325.1745805176401+2.504865891135172e-15j)
292,(-343.9144292952748+2.1316750938708946e-14j)
293,(-343.9144292952751+3.446895546765916e-14j)
294,(-341.8624291234989-1.0944795283731645e-14j)
