index, number
129,(3.37527094546487e-15+2.4032787614552745e-15j)
130,(-2.6770440453389758e-15-9.301203282464982e-16j)
131,(-6.78691708364319e-15-7.154152546820164e-17j)
132,(-2.41046696187266e-15+7.454489000678049e-16j)
133,(-4.5994221856415535e-15-5.561081966429141e-16j)
134,(2.744445609514571e-15+2.8888040615303844e-16j)
135,(5.145573579160961e-16-6.086299122700951e-17j)
136,(1.1841134240813067e-14+2.4125244920151536e-16j)
137,(7.343506201407031e-16+6.071855900795106e-16j)
138,(-6.780222284032612e-16+7.324436209590427e-16j)
139,(1.6340350146367967e-15+3.201729705169591e-15j)
140,(8.857544047676413e-15+3.278249409856595e-16j)
141,(4.9211592531691026e-15+1.0560072905390841e-15j)
142,(3.987821786947334e-15+1.7261325322938875e-16j)
143,(-4.525414910523688e-15+8.888228316619737e-16j)
144,(-4.593761514868717e-16-2.6939190545847503e-15j)
145,(1.7107040198467275e-15+3.977144369206374e-17j)
146,(-3.0850144722443164e-15-2.489379062528409e-16j)
147,(1.2065430379121368e-14-1.7952984604669433e-16j)
148,(-1.1853122537595827e-14-8.854437458772416e-17j)
149,(1.8824136267317405e-15-8.994646722123032e-17j)
150,(-9.786782411000786e-15-4.7049856613811516e-17j)
151,(-9.980527363947156e-15+1.9437095524432784e-15j)
152,(1.645843915679433e-14-2.288571380915567e-16j)
153,(-3.287881741550576e-15-5.160737415177124e-16j)
154,(-1.741544573331371e-15-1.0558241571422432e-15j)
155,(-5.648959315579198e-15+2.464572953178811e-16j)
156,(4.225642859880591e-15-3.2041044389635316e-16j)
157,(5.368918932360268e-15+9.962392813803314e-16j)
158,(3.3067157475678907e-15+3.092593846131185e-16j)
159,(5.041707378724879e-15+1.5926116462686281e-15j)
160,(-6.646592582557558e-15+2.4945419531885006e-16j)
161,(1.1343735114916057e-15+1.9788807897355842e-16j)
162,(9.567632240119567e-15+4.516470013096025e-16j)
163,(1.0911389259836977e-14+1.1558032883466192e-16j)
164,(4.849799773356544e-15-8.144052236961058e-16j)
165,(-7.96346891392938e-15+8.563020710801443e-17j)
166,(1.6638110248998383e-15-9.262994971386538e-16j)
167,(-1.8122625728110375e-15+6.553958367885827e-16j)
168,(-7.063267625702045e-15-9.388297676959189e-16j)
169,(-5.332171594510424e-15-2.19090281503102e-16j)
170,(-3.923866950979035e-15-6.906666578417249e-16j)
171,(4.5503574666107874e-15+8.360213133209229e-16j)
172,(-3.412474767841858e-15-1.5625546449359299e-16j)
173,(1.1735724203306778e-14+2.2312371593076864e-16j)
174,(-3.8163970920854106e-15-1.2586096393332558e-15j)
175,(2.52834117180711e-15+3.524405233566258e-15j)
176,(2.5307284770115277e-15+3.697966411108805e-16j)
177,(-7.895808115852277e-15+1.5297589699076268e-15j)
178,(-5.616701443525102e-15+1.1479388329357818e-15j)
179,(-1.989155916533653e-15-2.2962056980067247e-15j)
180,(2.4381764791350428e-15-2.932851559222064e-15j)
181,(-3.846843816114098e-15+7.255952987786513e-16j)
182,(-3.312135661836417e-15+7.64162227004763e-16j)
183,(-1.031628136329098e-14+2.0194208468384946e-15j)
184,(6.983481960052546e-15+1.0024605810388289e-15j)
185,(2.694171806505025e-17-5.868698174393511e-17j)
186,(-8.87042310508432e-15+7.029213742965457e-16j)
187,(1.305755428346441e-14+5.0642171155258076e-17j)
188,(8.131100148879917e-15-1.4881212563071595e-15j)
189,(3.7261741109726125e-16-2.16049338306825e-16j)
190,(-8.970092470650315e-16-1.6383726598716702e-15j)
191,(1.0720214242717518e-14-1.4760515515052157e-16j)
192,(-3.4095476939652614e-15-4.553849971084921e-16j)
193,(-1.394760821274193e-16+2.745462939032768e-15j)
194,(3.2937892370642324e-15-1.4242961206010313e-15j)
195,(2.6859193193702715e-15-1.7937204175287972e-16j)
196,(1.144169373372701e-15-6.614548660785388e-16j)
197,(-4.944307380426545e-15+1.1056869425520812e-16j)
198,(4.925094800653881e-15-1.1245970401826585e-15j)
199,(1.4182381879991836e-14-3.1666419283965835e-16j)
200,(1.2182513525345035e-14+1.8121312972946047e-16j)
201,(-9.542108005344588e-15+9.284642027333994e-16j)
202,(4.58659902451531e-15+2.4140107974499183e-17j)
203,(9.092758575418783e-16+1.097971316960197e-15j)
204,(-3.166983225673857e-16-1.017916752439186e-16j)
205,(-3.679878832454247e-15+5.523178441641293e-17j)
206,(-7.231729251596332e-15-4.1326951170598635e-16j)
207,(-6.475169443759283e-16-4.0858677987683504e-16j)
208,(1.565346783178564e-15-1.5742332275213262e-15j)
209,(6.917036937461593e-15-2.5062660546479302e-17j)
210,(7.276455082490733e-15+9.953308118821427e-17j)
211,(-1.3464157125835712e-14+9.642563259622374e-16j)
212,(-7.405720014348316e-16+4.139572946042161e-16j)
213,(-4.091393618489842e-15+2.3528698351929104e-15j)
214,(7.965968493633387e-15+1.9238000019866517e-15j)
215,(7.410225476548904e-15+9.985704288544812e-16j)
216,(-3.41841857611008e-15+8.215785266988166e-16j)
217,(1.198807065599186e-15-6.951567868390326e-16j)
218,(6.041517806043839e-15-4.704777649137795e-16j)
219,(-7.883355365911971e-16-1.7011047063828427e-15j)
220,(-1.3551756088544999e-15-4.2530800433893847e-16j)
221,(-5.372997347123633e-16+2.1081081965156898e-16j)
222,(2.4716926898635358e-15+1.2405396725143707e-16j)
223,(1.0887253382816938e-14-1.8844546151708342e-16j)
224,(-1.7203636391542137e-15-3.515445773828555e-16j)
225,(2.706341443225916e-15+2.6812432686101055e-16j)
226,(-8.456872536266849e-15+7.68197943296483e-16j)
227,(1.6312652430827653e-15+7.720514682716252e-16j)
228,(2.4107471620231526e-15-2.8574642079559587e-17j)
229,(6.421350333360266e-15+2.0095320319117977e-16j)
230,(-7.741786402354681e-15-7.31423360939154e-16j)
231,(-3.1942946426981236e-15+9.132944220345311e-16j)
232,(1.9633768805960173e-15-2.028699780755669e-15j)
233,(-8.17858881930226e-15+1.8031721401704948e-16j)
234,(7.997949749775606e-15+4.255803679858289e-16j)
235,(6.437297253638698e-15-6.740221131747888e-16j)
236,(6.1145975623372584e-15-7.23888421903133e-16j)
237,(-6.9571266988252845e-15-2.2333125628431785e-15j)
238,(6.5330455129574955e-15-4.376992916843511e-16j)
239,(-5.409666376447533e-15+7.790082951520813e-16j)
240,(-1.1078337976063797e-14-2.639773044375771e-16j)
241,(6.107304363868457e-15-1.1063943366679777e-16j)
242,(6.6610837116951066e-15+1.1807238279614175e-15j)
243,(6.140991001193726e-15-1.0126731652276737e-15j)
244,(2.489035823118113e-15-1.5966220467187324e-16j)
245,(7.570489487572596e-15+8.433725567498847e-16j)
246,(2.249915323449779e-15+1.6636306854847996e-15j)
247,(1.0495128987253399e-14+1.2129163176910935e-15j)
248,(1.005534582587894e-14+6.974205068413565e-16j)
249,(-3.3778689626454056e-15-1.035543175172387e-15j)
250,(4.243895225367082e-15+6.579014109739151e-16j)
251,(-3.995275892971267e-15+3.8779686969074136e-16j)
252,(-1.069471625945052e-14-2.5493183647518903e-17j)
253,(-7.921024079154923e-15-2.4651132968398766e-15j)
254,(-7.855816236030856e-15+4.664252157533563e-16j)
255,(2.1992286945978863e-15+1.466333852701482e-16j)
256,(-2.878745891726857e-15-1.17563080554327e-16j)
257,(4.067230755279274e-15-5.884586661015618e-16j)
258,(-5.691610337207072e-15+7.126504337193644e-16j)
259,(3.820430807444868e-15+1.5490982544693607e-15j)
260,(-1.2687458980746744e-15-8.893620990956555e-16j)
261,(-1.0465467619477336e-14+3.834097392600106e-17j)
262,(2.3815282622427996e-15+1.805723572411653e-17j)
263,(-2.763108690995217e-15-3.43840335633616e-17j)
264,(2.2042456803682666e-15-1.8557019079835474e-16j)
265,(3.946884749318629e-15+1.8736599690787684e-15j)
266,(8.805832462265241e-15-3.332132153213561e-16j)
267,(-7.570479250082045e-15+1.2243050380163884e-16j)
268,(-1.037055797688118e-14-1.2533448757696157e-15j)
269,(-2.3971828188582496e-15+4.643796128277054e-16j)
270,(9.946155445110313e-15+1.7953236393428293e-17j)
271,(-2.8342386144461945e-16-6.070461642129053e-16j)
272,(4.243225010203101e-15-6.899028805909735e-16j)
273,(2.1738884186747135e-15-5.799967045673343e-16j)
274,(2.8611926013741063e-15+1.926664219926327e-15j)
275,(-7.322268745461012e-15-2.467164207941704e-16j)
276,(-1.981464869522961e-15-2.3698705017247985e-15j)
277,(-1.0238820520004803e-14+2.5604533362289946e-16j)
278,(5.92311198084548e-15-2.1408039462984454e-15j)
279,(8.453890778869917e-15-3.8664811680607567e-16j)
280,(9.457848660879974e-16+7.944598193792256e-16j)
281,(-5.201479573560208e-15-3.2213983886362694e-17j)
282,(-4.655922373383181e-15+7.074634817535607e-16j)
283,(-4.564572014715981e-15+4.620356607191458e-17j)
284,(3.0908185981078164e-15-1.3968982911862541e-15j)
285,(4.39369393368242e-15-1.2458367927772968e-15j)
286,(2.168320333940655e-15+4.960659032664339e-16j)
287,(-1.5077686633752468e-14-3.202858497747595e-16j)
288,(6.135034504523445e-16-8.498633022692213e-16j)
289,(-8.5384765704737e-15+6.453428652950251e-16j)
290,(-1.6931532191228288e-14-4.195999786736047e-16j)
291,(8.22398663708622e-17-3.834901845826926e-16j)
292,(6.258743880706985e-16-9.909993397540167e-16j)
293,(-1.1150218369661858e-14-2.343747894391045e-16j)
294,(3.932985508382063e-15+1.708426135279325e-15j)
295,(4.544008519114784e-15+4.826738081353826e-16j)
296,(-4.531695171756831e-15-2.395034099091404e-16j)
297,(-9.354222453379636e-15+3.822450660839319e-16j)
298,(-9.314640731250344e-15+5.051667196784963e-16j)
299,(-3.2769734974261254e-15-5.969699680088955e-16j)
300,(3.648467976760017e-15-1.3745947158357643e-15j)
301,(2.0188855883122037e-15+2.0689276214939116e-15j)
302,(8.111189001742755e-17+9.256155789972878e-16j)
303,(1.2715517350712625e-14-6.329666455163127e-16j)
304,(4.311374357806556e-15+1.97449016418833e-16j)
305,(-1.8982515411499937e-15+1.2315802778811884e-15j)
306,(1.5750384379019987e-15-5.089795868687998e-16j)
307,(-8.990962459249456e-16+5.653916873672525e-16j)
308,(-3.735001190075681e-15+3.8958428438206147e-16j)
309,(-9.916468337669284e-15-4.631814193322661e-17j)
310,(-1.4922328867977414e-14-3.9564272700625586e-16j)
311,(-3.1195576505634894e-16+3.0091544824560293e-16j)
312,(-7.90767813916328e-16+8.503093203346355e-16j)
313,(4.35065418964193e-15+1.393268325748039e-15j)
314,(9.915447253498195e-16+4.629150280003153e-16j)
315,(9.108454841189144e-15+3.6195906509227665e-16j)
316,(2.1113087988834767e-16+6.873430672916213e-16j)
317,(2.031457419195713e-15+5.37373934550635e-16j)
318,(6.12637417506166e-16-8.297946962123151e-16j)
319,(-6.742151071127046e-15-1.7709272207748764e-15j)
320,(5.9255042648321104e-15-1.6645740513917066e-15j)
321,(-5.339929297299716e-15+8.89027710937696e-16j)
322,(8.877723645037964e-15-8.863193627955908e-16j)
323,(-9.99523403128834e-16+5.675367625076168e-16j)
324,(5.105264656084445e-15+1.3437761806519251e-15j)
325,(-1.0612651350036501e-15+2.7297932762803196e-17j)
326,(5.4077712716786294e-15-2.3341501968461437e-17j)
327,(-1.3492365165854168e-15-4.779169235109891e-16j)
328,(1.0377123533805655e-14+4.2648773835339167e-16j)
329,(4.300197203770997e-15+2.6150462406585346e-16j)
330,(6.8999544672734644e-15+2.2032393610212125e-16j)
331,(1.863872836033621e-16-6.805614384171696e-16j)
332,(-1.0643482914375482e-14-1.1983833653732836e-16j)
333,(-6.213657701991563e-18-4.478744644816639e-16j)
334,(1.061178635305293e-14-2.588883098758179e-16j)
335,(7.85098555731577e-15-1.921816962615439e-15j)
336,(-3.955701385217473e-15-5.025992321215259e-16j)
337,(-2.6041203559528076e-15+1.2755613150738028e-15j)
338,(7.209872149680664e-15+1.5378602823138222e-15j)
339,(1.2072850505846848e-15-7.191690078787721e-16j)
340,(-2.445650336775665e-15-6.219705217592117e-16j)
341,(-1.3939327387959272e-14-2.4377532251773324e-16j)
342,(5.494208189603033e-15+5.804001682215471e-16j)
343,(-1.2610804370263903e-15+2.1827055861750139e-16j)
344,(4.8335214903384405e-15+2.871618614123663e-16j)
345,(2.8831284001326385e-15-1.018692168111286e-15j)
346,(-6.019311548149209e-15-3.5714316622000104e-16j)
347,(7.890969344713905e-15+2.6930616478683907e-16j)
348,(-9.512258289436227e-15-4.545664611037055e-16j)
349,(5.4757879637975355e-15-1.5713692218330206e-16j)
350,(-5.511816952166871e-15+1.0305272508146549e-16j)
351,(8.403198438261765e-15-6.015800472593777e-17j)
352,(-5.1080253859820825e-15-3.3169192517005546e-15j)
353,(5.8851395114920784e-15-6.199409359651091e-16j)
354,(-1.5728209800858513e-15+5.386606416835609e-16j)
355,(-5.1986603627022374e-15-1.486526159413276e-15j)
356,(1.4348567586225688e-15+5.276171864954812e-16j)
357,(1.5761276018598168e-15-9.337357839019333e-16j)
358,(9.659057962282254e-16-1.393206679850522e-16j)
359,(8.408329787979577e-15-1.7814614029926075e-15j)
360,(8.15874878742895e-17+1.1005276614935e-16j)
361,(-3.0030110237239485e-15+7.945709763132828e-16j)
362,(-3.137776168254299e-15+7.461320157771345e-17j)
363,(-2.6403250820036936e-16+1.4892455605100214e-15j)
364,(7.268052544204274e-16-3.850482946824755e-16j)
365,(-1.9420763067306165e-15-8.260279079265461e-16j)
366,(4.4614208299805984e-15-5.127502138087641e-16j)
367,(1.7552823012858803e-15-6.835373271495783e-16j)
368,(2.597025044221289e-15+1.6518676455432642e-15j)
369,(-8.495005499143065e-15-1.0371599956426722e-15j)
370,(1.0659947912961826e-14-3.780446070644883e-16j)
371,(1.6647561781831925e-14-3.28127737535846e-16j)
372,(3.6947823937387603e-16+5.929478201649503e-17j)
373,(2.376279646023682e-15-1.7291449320728384e-15j)
374,(-1.3846669923197759e-15-5.59832783439319e-18j)
375,(1.1191700777043328e-14+1.8696600462118727e-15j)
376,(-1.7070825035355587e-15+1.1903773298790115e-15j)
377,(8.304884948711767e-15-2.8021408385061914e-16j)
378,(5.0936326730981465e-15-1.1568424208372465e-15j)
379,(-1.1925225386822534e-14-1.640984536248012e-15j)
380,(-3.0967276224000523e-15+1.0358846681168298e-15j)
381,(2.1003356041936537e-15-2.7099054674070594e-16j)
382,(-2.871237183224124e-17-8.353393033615499e-16j)
383,(-1.5920552413052159e-15-1.4604002537309943e-15j)
384,(2.5141456556879215e-15-3.9201991503152645e-16j)
385,(-6.622439440131874e-15-8.554098970927609e-16j)
386,(-7.796269649431642e-15+9.513208929234209e-17j)
387,(-8.182287071563137e-15+4.999823776034043e-16j)
388,(9.705319484317342e-15-1.5650833175981345e-16j)
389,(-1.8133242474881104e-14-6.788662484158776e-16j)
390,(-8.259323103283854e-15+7.805226150380561e-17j)
391,(-1.9800080089042775e-14-2.3650658670902046e-16j)
392,(3.455880277147678e-15+1.4916674719971234e-15j)
393,(-1.5721648047592872e-15-1.1104662577579348e-15j)
394,(-9.18922760745207e-15+5.394534043918314e-16j)
395,(-7.114042753327665e-16-2.40789303495178e-16j)
396,(4.894233738492864e-15+1.1981113956981352e-16j)
397,(5.081194957076056e-15+3.282496284716953e-16j)
398,(-2.1225573503272747e-15-5.804374275407523e-17j)
399,(5.005394477807729e-15-1.2508671355439163e-15j)
400,(-2.2554134132518466e-15+1.6525163664335284e-15j)
401,(7.16922876893763e-15-2.181702011839705e-15j)
402,(-1.0021156415276135e-14-8.238006543960167e-17j)
403,(-1.926600883571302e-15-1.0484892505800014e-15j)
404,(-7.482643414982138e-15-1.1165322796627858e-16j)
405,(-4.649353150145446e-16-2.332013306484735e-16j)
406,(-4.9765959283402276e-15+1.04432065038938e-15j)
407,(-2.607446742113924e-15+6.300654310691329e-16j)
408,(1.2007858706552573e-14+5.448173304758198e-16j)
409,(8.664476570232179e-15-7.671057620645917e-16j)
410,(-1.2830690407269069e-14+1.8781416689275604e-15j)
411,(1.1587038506739987e-14+1.7046428627669224e-15j)
412,(6.2305987835756416e-15+8.579147172848663e-17j)
413,(7.832992795915045e-17+4.9430410793122896e-17j)
414,(1.0279108133163404e-14-2.1011021229631396e-15j)
415,(1.178025712517652e-14-2.5094071839788253e-16j)
416,(3.8717593738065e-15+9.786598547490263e-16j)
417,(7.524786891781979e-15+8.82886288413882e-17j)
418,(-7.351064218922884e-15-1.2346381583863888e-15j)
419,(6.70334544940658e-15+5.967509259973883e-16j)
420,(-4.102323673779044e-15-1.6987746475911463e-15j)
421,(-6.644746653891094e-15+3.331363002904116e-16j)
422,(6.201538153211856e-16-1.6672415497455284e-15j)
423,(1.9990615409232326e-15+5.902541626643665e-16j)
424,(3.5171955415950275e-15+7.897265206067993e-16j)
425,(3.817348779489748e-15-1.3294268004098774e-16j)
426,(8.074391313726873e-15+4.1006654653745934e-16j)
427,(3.021654745439735e-15+6.679220678822385e-16j)
428,(-2.653470004353818e-15-1.575437834417845e-15j)
429,(1.351014918050853e-14+7.898302394480918e-17j)
430,(3.623469865811224e-15+1.1447889781695922e-15j)
431,(6.183003381567707e-15-1.7736248221709264e-15j)
432,(6.790834698767146e-16+6.609767949714141e-15j)
433,(4.740623265639098e-15+7.339433764409075e-16j)
434,(-3.178718178117625e-16+2.485496189211124e-16j)
435,(-8.902829619298274e-15-6.109039187483726e-16j)
436,(2.2868053865481772e-15+1.5111489495638793e-16j)
437,(-2.322627233613755e-16+5.619633973663509e-16j)
438,(8.70848958894427e-15-1.0618352956894439e-15j)
439,(-7.875460552298199e-18+8.533450760599299e-16j)
440,(1.005702068904967e-15+8.245155249441907e-16j)
441,(-2.3962825137731066e-15-1.638751516534942e-15j)
442,(3.1623961348800405e-15-2.67614890381873e-16j)
443,(-1.5277587648517222e-15+1.4851044996473523e-15j)
444,(9.968309871416373e-16+1.0953400515251613e-15j)
445,(-2.164585924609483e-14-4.8546368671866663e-17j)
446,(1.1998231280960986e-14+8.653500495050489e-16j)
447,(-1.741176009398791e-15+6.171374970226108e-16j)
448,(3.6981643355247555e-16-7.780213189736269e-16j)
449,(-3.79857677858374e-15+4.047313994786958e-16j)
450,(5.0722773976266734e-15-3.823328741138477e-15j)
451,(-4.006361874299753e-15+1.478345547675878e-16j)
452,(5.819655957927283e-15-6.290341943076822e-17j)
453,(-3.687258466869881e-15+3.47801670189027e-16j)
454,(-7.871715194874312e-15-7.22912536453173e-16j)
455,(5.216687187833276e-15+1.0620069747568287e-15j)
456,(-1.145119834214295e-14+7.475757086568893e-17j)
457,(-3.3997729160359896e-16+6.943708597991726e-16j)
458,(-3.848092481927569e-15+8.738772468710269e-18j)
459,(4.213323532192088e-15+7.054540201398671e-16j)
460,(2.118161750814817e-15-9.067657007728832e-16j)
461,(-2.2675143788765655e-15-1.626695864814641e-16j)
462,(5.369409398993159e-15-6.221339373253395e-16j)
463,(-3.875341683947624e-15-6.888512238058512e-16j)
464,(-1.5217761684640372e-16-3.936004511266063e-16j)
465,(3.840650672943626e-15-2.1181382833538741e-16j)
466,(9.531914038229565e-17-1.1368439096081442e-15j)
467,(-3.4456916415554624e-15-1.8249989985570415e-16j)
468,(2.4902511605404663e-15+2.795234867429265e-16j)
469,(4.590274186552184e-15+1.0946841451498772e-15j)
470,(2.4174468804099545e-15+2.2789830860826367e-15j)
471,(1.32073380898994e-14-1.5591262309408058e-15j)
472,(1.87241089904631e-15+1.5689427337127669e-15j)
473,(-1.9655603852416978e-15+9.556706547949799e-16j)
474,(5.7573700429416725e-15+6.404144122941504e-19j)
475,(6.109306920134274e-15-2.2290046796191666e-16j)
476,(-6.01703245609825e-15+1.5579294568579413e-16j)
477,(3.570031023294712e-15-6.644363940408782e-16j)
478,(-1.210108720578567e-14-1.7559546027226146e-15j)
479,(-2.3777596414109805e-15+1.5624504123056918e-16j)
480,(-1.5308837718885908e-15+1.8718529312983906e-15j)
481,(-8.8855806600721e-15+3.019933447518341e-16j)
482,(9.005852619663541e-15-6.598207637048199e-16j)
483,(-9.627658144437388e-15-6.424011959274627e-16j)
484,(3.1990696761623883e-15-7.762159921958501e-16j)
485,(1.6332906537433103e-15-1.680513815978693e-16j)
486,(-3.884138377806042e-15-2.237238597739208e-16j)
487,(1.2635712143568679e-16-3.442104306943614e-16j)
488,(-3.147608580516114e-15-3.012002082777697e-16j)
489,(-2.2866291402010195e-16-7.212413582102144e-16j)
490,(3.686560430513752e-15+1.227469985524228e-16j)
491,(-1.6391058926614706e-15-4.648005322632725e-16j)
492,(-6.4858532822957395e-15-1.1514681986109635e-15j)
493,(-9.45431407789201e-16-5.383332898320206e-16j)
494,(-2.869755937303851e-15-8.682753509740476e-16j)
