index, number
107,(-11.778196413102627-3.4044509737962617e-16j)
108,(-12.20593540069322-4.4240884945781904e-16j)
109,(-17.19967079233041-4.479837448759782e-16j)
110,(-16.7667095319186-9.64300846278229e-16j)
111,(-15.921042334215159+7.305396263757696e-16j)
112,(-13.15505513583733+5.50701138152166e-16j)
113,(-14.591195689369219+6.447904041566084e-16j)
114,(-13.911921802797185+6.560464379586843e-16j)
115,(-13.667750239108827-1.1910230044970208e-17j)
116,(-13.553103251892315+6.146089510168599e-16j)
117,(-15.15015323393196-6.236572783678237e-16j)
118,(-15.336402467770768+3.089108196277628e-16j)
119,(-15.36726678984834+1.7616691623551516e-15j)
120,(-26.470157841165417+8.848383917927813e-16j)
121,(-8.93239851889034-1.0487440353150786e-16j)
122,(-25.31362860073711-2.0211473587507123e-16j)
123,(-22.896700242866434+5.127914313390794e-16j)
124,(-11.524843153604605+1.024033061415806e-15j)
125,(-22.179174581998474-2.2097790819637643e-15j)
126,(-21.673740565536217-1.4758796623191401e-15j)
127,(-21.073130928119703-1.6772727010107094e-16j)
128,(-12.575289827559002-7.065894678460267e-16j)
129,(-12.863904170297381-6.968672462803865e-16j)
130,(-13.126961416203416-1.3418268716106044e-15j)
131,(-13.759213616904983-1.4106731903928785e-15j)
132,(-14.093991794301404+8.106138035517761e-16j)
133,(-14.442667047914693-6.001852103049488e-16j)
134,(-19.358784060562538+1.9403696659309934e-16j)
135,(-19.407944812615366-1.3962337706870546e-15j)
136,(-18.815341599290793-6.785802844702011e-16j)
137,(-15.429351986427264+8.483840203513752e-16j)
138,(-15.702430064024961-4.928159217406424e-16j)
139,(-18.012426784229888+3.361301374662904e-15j)
140,(-16.168022888930356+8.088279622519304e-16j)
141,(-16.50612154389639-8.911497097453182e-16j)
142,(-17.145641209844328+1.2470475694407054e-15j)
143,(-17.518523937275976-6.717412989383317e-16j)
144,(-28.97340243884319+1.978410008040918e-15j)
145,(-27.07440535144587+5.890357089980067e-16j)
146,(-9.422060609700742-9.481891706093936e-16j)
147,(-10.793922325801134-1.1822471684783273e-15j)
148,(-22.43419875772668+7.982434602623276e-16j)
149,(-22.124489370408078-6.173490625609065e-16j)
150,(-21.61053259921777+1.158589842074051e-15j)
151,(-11.759081271177534+7.575392040633552e-16j)
152,(-12.021485855350058-1.5706879767349987e-16j)
153,(-12.528459732308594+8.981774126609095e-16j)
154,(-20.715241816587632-3.588885241979721e-16j)
155,(-13.116984925531+3.383522236581606e-16j)
156,(-13.766446910775366-6.644903230745402e-16j)
157,(-14.363059130465736-8.602082397718981e-16j)
158,(-14.57210807671476-4.632185715914968e-16j)
159,(-15.2370891390286-5.451161710029283e-16j)
160,(-15.504293773722573-7.494615370834164e-16j)
161,(-16.070455146058077-7.071335133571943e-16j)
162,(-19.763909992561086-1.7150513981115396e-16j)
163,(-17.555181862974578-4.562684060055178e-16j)
164,(-17.85118106845596-4.0419147226318336e-16j)
165,(-19.33047774075878+7.476255903902718e-16j)
166,(-19.012940013725906+4.894627212314451e-17j)
167,(-18.53952834784169-2.110780345352376e-15j)
168,(-30.13938664421629+4.577501403541555e-16j)
169,(-29.387956029902178-1.0316908972996448e-15j)
170,(-28.58371178393101-7.39691877381018e-17j)
171,(-9.5359593865362+5.670085565560681e-16j)
172,(-24.90413169552793-7.350949408902249e-16j)
173,(-11.63343774150205+1.1501214160950628e-15j)
174,(-22.753960419904715+1.151420798283076e-15j)
175,(-22.530657396064775+1.163989472334992e-15j)
176,(-12.34939086895536-3.3566577876288383e-16j)
177,(-12.800710044346625-2.881513948457023e-16j)
178,(-13.068678771850932-3.929983487469736e-16j)
179,(-21.28630605572272-6.4232991307220385e-16j)
180,(-20.624696927046468+1.7248648180664026e-16j)
181,(-20.75887913380031+1.4727958803674018e-17j)
182,(-14.310700883418383+1.345030962324278e-16j)
183,(-14.769083028601825+2.0598737110748796e-15j)
184,(-14.515987887414411+1.7830709255654553e-15j)
185,(-19.25649614140359-6.844467689450339e-16j)
186,(-19.025332895445885+2.7397332483519e-16j)
187,(-16.456196132509135+4.559703475446347e-16j)
188,(-16.909436484078427-9.325718285022876e-16j)
189,(-18.22186060988597-1.1534378940933626e-16j)
190,(-17.897156232612982-1.1675522675966625e-15j)
191,(-17.85552957356796-9.372801531732538e-16j)
192,(-32.9495124950579+9.229754863242504e-17j)
193,(-31.853337750854486-1.4211092570673617e-15j)
194,(-11.491133441097851-1.1119084418023918e-15j)
195,(-12.045253287944671-4.573416524482694e-16j)
196,(-29.54327037719439+4.43649543276863e-16j)
197,(-14.271034567747286-1.7396565623169156e-16j)
198,(-14.756336171647279+5.574789960043534e-16j)
199,(-16.172069920609623+1.791232595349739e-15j)
200,(-16.423083079126236+4.994740328966021e-16j)
201,(-27.749925651448876-7.171263263827567e-16j)
202,(-27.16942736872162-1.794677891571696e-15j)
203,(-26.598988338867358-4.414173374403068e-16j)
204,(-25.561122566999487-8.725616218485583e-16j)
205,(-18.2171538902271-2.2090613851954235e-15j)
206,(-18.57432362619469-3.634880430239557e-15j)
207,(-19.246208447193034+1.3135417081085645e-15j)
208,(-20.336255751562035-1.2962221997629554e-16j)
209,(-24.8057945425983+1.3185322270841117e-15j)
210,(-24.14463072296234+6.659280986039516e-16j)
211,(-23.065599113385286-2.0496379764293845e-16j)
212,(-21.402970254651954+3.344762480148092e-15j)
213,(-21.82437899149804+1.0022144039518083e-15j)
214,(-22.492426204680818+1.5527397343489193e-15j)
215,(-22.13156507222732+3.2790406212188004e-15j)
216,(-9.646462815664531+3.2380346324913665e-16j)
217,(-25.391281633482276-3.8138451998803857e-16j)
218,(-25.555457390483934-4.673995614733976e-16j)
219,(-23.000249338004718-9.54522900803566e-16j)
220,(-11.854865588590641-6.121150700980439e-16j)
221,(-12.390969504570606-2.413485739042561e-16j)
222,(-21.65911798185698+2.0462316168280448e-16j)
223,(-21.244456126337607+8.959909957761111e-16j)
224,(-13.391795603995686-1.3666724809075408e-15j)
225,(-20.592315840086318+6.6122638899975125e-16j)
226,(-13.83401471126313-2.7634913975428585e-16j)
227,(-14.220918238736665+4.067029030045695e-18j)
228,(-19.827766954756015+1.0508359067797287e-15j)
229,(-14.905089221074377+1.2653966656993966e-15j)
230,(-19.137285900176842-5.579562869167164e-16j)
231,(-15.566133532080942-8.968499616095517e-16j)
232,(-16.05436487977326-7.276337832912232e-16j)
233,(-16.4820135884572-1.0242233834042794e-15j)
234,(-16.87171364238881-2.435643713981046e-16j)
235,(-17.378511846708776+1.89686495769914e-15j)
236,(-17.56563978431283+3.5524419727244576e-15j)
237,(-18.117253320216808-2.4718160350058643e-15j)
238,(-17.970231445509274+2.2558431163073167e-15j)
239,(-17.833316356778326+1.4062806513245717e-15j)
240,(-9.341652052043523+4.869579598171958e-17j)
241,(-29.1447512616332-2.6848205780188884e-16j)
242,(-28.540796678030738-4.906892186534682e-16j)
243,(-27.333182621262562-6.269248769986174e-17j)
244,(-11.322797764523624+1.1551337926181767e-15j)
245,(-24.72859483846854-1.2419705580933134e-17j)
246,(-12.694837913443253-8.308570396328313e-17j)
247,(-23.79558649345381+1.7697046753004595e-15j)
248,(-22.907631174279338+1.028261825007653e-15j)
249,(-23.178547477445214-6.586311929432412e-16j)
250,(-22.00673003462336+5.319320740549316e-16j)
251,(-13.457646757447925-3.4474211998952444e-16j)
252,(-14.358537651802479+6.484016465258164e-16j)
253,(-14.546046903427088-1.8589896504350307e-15j)
254,(-14.902188977304904-9.04894865027572e-16j)
255,(-16.23269119731702+5.072033126113082e-16j)
256,(-16.51731313279333+2.6454575706536437e-16j)
257,(-17.233684872032875+5.075142089966943e-16j)
258,(-20.80571423474383+7.876119490725315e-16j)
259,(-20.575199101794023+1.5772901299332362e-15j)
260,(-19.275828318937688+1.3037371435791671e-15j)
261,(-18.629076241012097+6.660613134548729e-16j)
262,(-18.950772056841874-1.005224775657216e-15j)
263,(-18.76412719957471+3.5920069711194524e-16j)
264,(-9.013650516871499+1.1049309405441263e-15j)
265,(-10.747374247891058+1.8744357482247945e-15j)
266,(-25.34995924968535+9.86942494884858e-16j)
267,(-24.903707683579963+1.8185121482888333e-15j)
268,(-24.461621423417192+6.909198552808802e-16j)
269,(-12.972258437147152+1.2720742014461681e-16j)
270,(-23.717318085607623-5.283110712305315e-16j)
271,(-23.121244140484553+3.9108532834960725e-16j)
272,(-14.055574941099552+3.0759948509118266e-16j)
273,(-14.174086984233133-1.697508296909886e-16j)
274,(-14.714071216817851+5.021786070278786e-16j)
275,(-15.356672542797213-2.5603185444168938e-15j)
276,(-15.760079433482453-2.3625353971409136e-16j)
277,(-16.21293646166643+6.288146338106329e-16j)
278,(-16.646277754669686-3.5097088759793264e-16j)
279,(-21.86439332508044+5.888277856835946e-16j)
280,(-18.15108948654573+1.1365620039252885e-16j)
281,(-18.80154056628809-2.193286645384249e-15j)
282,(-21.106036556817187+1.88904072702813e-15j)
283,(-20.074457816727392+2.932653541505707e-16j)
284,(-19.34426785172443-3.805362874203156e-15j)
285,(-19.57173859975918-3.827609956412339e-15j)
286,(-20.745398048748783-9.734859594201623e-16j)
287,(-20.68557705147604+3.3694088682002938e-15j)
288,(-34.71682100039993-1.878199333838394e-16j)
289,(-10.554526891564201+1.6056225470974009e-16j)
290,(-32.365044904873066+1.0591400257530767e-15j)
291,(-30.19843388960886-9.448635384514732e-16j)
292,(-12.854787689212527+5.307543046691644e-16j)
293,(-13.730754141275746-6.512860892808323e-17j)
294,(-14.43599104050759-1.8647966849333417e-15j)
295,(-27.96378049665856-2.2257639251626546e-15j)
296,(-28.189778533500665+1.2768005562229607e-15j)
297,(-27.035098118525454-4.557876781730979e-16j)
298,(-26.123321176162367-5.091539481199512e-16j)
299,(-25.26619374728592+6.455605699846098e-16j)
300,(-24.7504961750831-1.0742823937286652e-15j)
301,(-23.543022476228447+2.6141502138659096e-17j)
302,(-15.175205852127231+5.220638866202141e-16j)
303,(-16.24068883602366-7.785863639442216e-16j)
304,(-17.142213413605244-1.991093724835214e-15j)
305,(-17.895018595134754+3.1191443649337444e-15j)
306,(-18.03511253218531-3.525564119947848e-15j)
307,(-19.39613704736656-1.0191704988300673e-15j)
308,(-21.567440527005186+1.34988895999795e-15j)
309,(-21.24887823673279+5.481680304249474e-16j)
310,(-20.561831959348222+1.3343933760848539e-15j)
311,(-20.193563861321458+1.0152085406948157e-16j)
312,(-29.048196372683687+7.201524247797772e-16j)
313,(-29.136158865588435+4.131987604976677e-16j)
314,(-25.528033144216202-1.689880378775278e-16j)
315,(-8.84631939174887+8.27763774623922e-17j)
316,(-23.58233321505074+8.56982115845122e-16j)
317,(-22.437652228589027+3.5606222003303326e-16j)
318,(-10.726583598710679+7.594557600098986e-16j)
319,(-11.480629795513778+2.6856659838260244e-16j)
320,(-21.15737090771748-1.5492012019018245e-15j)
321,(-20.57505655739052-1.4168416449926909e-15j)
322,(-20.026225190264828-1.2375656876165752e-15j)
323,(-12.507324366589414-9.785744439496875e-16j)
324,(-12.716188437509297+2.9366866144871603e-16j)
325,(-13.450977357325819+9.846721354163313e-16j)
326,(-14.017732647889604+4.56077519040314e-16j)
327,(-18.8639829037629-1.1001819664509074e-15j)
328,(-18.163249101562283+2.317420263045761e-16j)
329,(-14.721644263910228-1.0359130782891093e-15j)
330,(-17.5693728233931+5.569318711911447e-16j)
331,(-17.350542527761835+1.172216235305336e-15j)
332,(-16.6431468364109+2.5118635945045283e-16j)
333,(-15.378678063092273-3.747711055499393e-16j)
334,(-15.91204172734446+3.740532711958034e-16j)
335,(-16.137222031372822+1.8406865791582943e-15j)
336,(-9.279387940955914+1.2104975133567062e-15j)
337,(-27.914867067356273-1.8161460731062837e-17j)
338,(-27.476312158422026-4.390433152139429e-16j)
339,(-26.687216987845094-1.7413798051972031e-15j)
340,(-25.948303305382126-8.900286938300937e-16j)
341,(-23.94255544525053-7.459434233382025e-16j)
342,(-12.064701019249593+6.662126157930244e-16j)
343,(-12.62551822342906+1.025458641065215e-15j)
344,(-13.169553247238055+2.6464242211581197e-16j)
345,(-14.233397421443042+1.9084572694318485e-15j)
346,(-22.217851457194683-4.2972701786321836e-16j)
347,(-21.844582458038317+1.539472599111072e-15j)
348,(-21.166102099162174+2.823015870866269e-16j)
349,(-20.7413463030771-1.3811707653240913e-15j)
350,(-15.19310674520616-2.3232683789306755e-16j)
351,(-15.494179115921321-9.492950373277216e-16j)
352,(-19.979697182580022-1.3428718371606529e-15j)
353,(-16.08630133909134-4.326427629985354e-16j)
354,(-16.516874830652+7.97899301138692e-16j)
355,(-17.214477139301383-1.2251612738906799e-15j)
356,(-17.45997367624158-2.536217986727292e-15j)
357,(-18.153447203445776+1.7596811910058343e-15j)
358,(-19.178954209292847-9.336445604253505e-16j)
359,(-19.348542963963013+3.005908670727022e-15j)
360,(-27.961661154810056+1.469899516526601e-16j)
361,(-8.732425472478866+2.714876306014931e-16j)
362,(-25.25257128582983-1.1941003442544968e-15j)
363,(-24.36418165049603-1.0004923033146907e-16j)
364,(-10.197090606282606+2.7165991141660296e-16j)
365,(-10.906931746057179-3.9554230178344973e-16j)
366,(-22.442631814085-2.864124784489991e-17j)
367,(-22.000764859943313+4.709748787815848e-16j)
368,(-21.7180003930885+4.59966403794785e-16j)
369,(-20.916046293781523-1.835011116777821e-16j)
370,(-12.260929259493624+1.4023492800533733e-16j)
371,(-12.72390309405365+8.420101257347032e-16j)
372,(-19.891402840353148-4.515782419342384e-16j)
373,(-19.532190964496735-4.44254011376944e-16j)
374,(-13.504534317053192-4.391160522870852e-16j)
375,(-13.966717942176492-1.1053395592256688e-16j)
376,(-14.43008833113037+1.023905918877197e-18j)
377,(-15.056167442784751+1.3380954612470639e-15j)
378,(-18.60386765484451-1.1982598459594963e-16j)
379,(-18.24872169926545-2.498510469237615e-16j)
380,(-16.88900737312125+2.2519741666622138e-15j)
381,(-17.242770361884702-1.756199890669597e-15j)
382,(-16.130557387996284-7.634534064257627e-16j)
383,(-16.155179059601142-8.097994392527894e-16j)
384,(-30.877566044171957+1.0989633558498848e-15j)
385,(-27.945146114939647-1.4226655061150728e-15j)
386,(-26.12007816478379-1.5540093091793874e-16j)
387,(-9.943298342697847-1.679042171377633e-16j)
388,(-10.17317928248771+2.4663937251384743e-16j)
389,(-24.159924954650542+1.1373019733945136e-16j)
390,(-12.57908454403758+6.093869291642007e-16j)
391,(-22.512269921821826-1.7680068764478192e-15j)
392,(-22.23757863285667+2.656242024707449e-16j)
393,(-13.590396989552026-1.5054588883867891e-15j)
394,(-13.775669682487079-7.225631903659425e-16j)
395,(-20.606001290512683-1.5281074858962047e-15j)
396,(-20.595451536117835+1.3116962316640957e-15j)
397,(-19.702748923735673+5.04929449734983e-16j)
398,(-14.672159134137807-2.4213680809323815e-16j)
399,(-19.08835614244447-2.4704503712704243e-15j)
400,(-18.679546534294957+2.1997090692425008e-16j)
401,(-18.099795840998883+1.1961405654312257e-15j)
402,(-17.812573626408806-1.9795838172377584e-15j)
403,(-17.132343004956976+1.9907312384038793e-16j)
404,(-15.360204618316654-1.8380243762468383e-15j)
405,(-15.659464949556382-1.3374647067703157e-15j)
406,(-16.459842070903512-2.5013748094066206e-15j)
407,(-16.223719427611705-2.3279992098835106e-15j)
408,(-28.66066564635481+4.903760401833157e-16j)
409,(-8.826030404184534-7.486281246883841e-17j)
410,(-26.499230424143203+2.5402329591194197e-16j)
411,(-25.462731646440453+3.344942558127724e-16j)
412,(-11.515126755084419+3.1888647016975625e-16j)
413,(-23.550374448579678+3.73149571224106e-17j)
414,(-12.726792228006595+1.0517664228683653e-15j)
415,(-13.08654064376532-9.37888584506623e-16j)
416,(-13.362393302325794+6.769457499962397e-17j)
417,(-22.554694783555583+9.26726125508338e-16j)
418,(-21.965677267538013+1.6045237088614106e-15j)
419,(-14.715600806326469-3.257773110416395e-16j)
420,(-21.049402833154907+8.641909887299604e-16j)
421,(-20.723256009755026-4.4207845852494085e-16j)
422,(-20.458141790024534-1.1272907677569587e-15j)
423,(-19.672822181972847-1.2935335080340541e-17j)
424,(-18.699789446630856+2.2787141086721593e-15j)
425,(-19.027453882938108-7.705016049646345e-16j)
426,(-17.778903186416066+3.5498181100855815e-16j)
427,(-17.400496545828858+2.3584284363240062e-15j)
428,(-16.878496645729513+1.730382196975377e-16j)
429,(-16.106942851693848+1.378788841703395e-16j)
430,(-15.562594836247467+1.095006750772347e-16j)
431,(-15.707924977248899+3.0508886813628314e-15j)
432,(-41.37284338428734-1.2595650056367139e-15j)
433,(-39.62509049508203-3.239876560784446e-17j)
434,(-9.706190924342197+6.785817923051049e-16j)
435,(-31.383286761229396+7.299870149408442e-16j)
436,(-12.167421178033454+1.9532158101432384e-15j)
437,(-29.35305901598036-5.977149158028682e-16j)
438,(-28.601394539187705-1.3433850865960187e-15j)
439,(-28.49384070137054+3.343512554030575e-16j)
440,(-27.65305771308869+1.840310398754677e-15j)
441,(-26.523257380863605+9.004647341052043e-16j)
442,(-26.2436202223936-9.419591785546354e-16j)
443,(-25.023266221840938-9.958871139106458e-16j)
444,(-23.879236493355815-9.102823169174773e-16j)
445,(-13.91162311534766-2.976199418467475e-16j)
446,(-20.994723945451835-5.445917442089752e-17j)
447,(-15.132159052049897-2.0312092004133736e-15j)
448,(-15.431371868654585-2.593175606623706e-16j)
449,(-16.348133442178714+1.2627021563512844e-15j)
450,(-19.698997413787282-1.2962770831170057e-15j)
451,(-19.411500443201067-9.1784222182755e-16j)
452,(-17.14811544171984-2.623289201146609e-16j)
453,(-17.69646294289321+5.204705378155051e-16j)
454,(-18.252419875214738-9.367875186801801e-16j)
455,(-18.38279934952178-1.9884261640563635e-15j)
456,(-32.89150893271757-2.1861286491258365e-15j)
457,(-10.964823891080748+5.880493964926343e-16j)
458,(-12.500928440731057-2.0284735734255415e-16j)
459,(-30.267977757825328-4.68913619931259e-16j)
460,(-13.768474028894417-6.796668501687647e-16j)
461,(-29.070788959657854+1.0662183468669234e-15j)
462,(-28.359875955408352+1.1227368833264073e-15j)
463,(-15.496314239379146+3.639801778716314e-16j)
464,(-16.117659895444238+1.589330114913997e-15j)
465,(-26.744071780258114-9.839698605023467e-16j)
466,(-26.277336859708875-4.794967972821335e-16j)
467,(-17.14530434597946+2.55572889242858e-15j)
468,(-18.067386545711788+5.519818507742003e-17j)
469,(-18.21670103863881+1.6102249739353271e-15j)
470,(-24.549871075957324-1.878474712963074e-16j)
471,(-24.18790737672131-1.056461590711716e-15j)
472,(-19.657733479336432+3.8762653715917115e-16j)
473,(-19.816880521924094-2.2929222066076064e-15j)
474,(-20.810596265198384+2.002368673748921e-15j)
475,(-23.4591591016079+4.845878312016639e-15j)
476,(-23.055337242260467+2.9813423188564014e-15j)
477,(-21.36765660945222+7.200094034245057e-16j)
478,(-21.869098118288882-5.205517849710094e-15j)
479,(-22.394918414097894+4.3429508476880304e-16j)
480,(-30.713053216461482-1.3640454665936806e-15j)
481,(-27.12229893279697-3.0977758363096594e-16j)
482,(-26.768105573673154-1.124317598791779e-15j)
483,(-24.872784814770068+1.5584396708914167e-17j)
484,(-24.361870405913955+5.735134353687221e-16j)
485,(-23.066816971706025-1.6230378725523421e-15j)
486,(-22.43556924718969-7.505567356681784e-16j)
487,(-20.65616768239967+5.514725523656586e-16j)
488,(-9.043373300904362-6.826612779537756e-16j)
489,(-18.56094358489264+1.1676547796835669e-15j)
490,(-18.408165406666136-1.8868856430460402e-15j)
491,(-10.554118835751577-6.828242453764788e-16j)
492,(-10.738993064930439-9.732978068658746e-16j)
493,(-11.09448979635107-1.376910012496094e-15j)
494,(-16.66272513488562+2.032857370491553e-15j)
495,(-16.18839203897982+1.1408475225265697e-15j)
496,(-11.676409518771884+7.10819193288636e-16j)
497,(-12.118598808497584-1.2768298773627401e-16j)
498,(-12.73653119060995-1.6853438801657714e-15j)
499,(-15.229093565215637+7.137831727434158e-16j)
500,(-15.036753845527251-3.0217674454050523e-15j)
501,(-14.413472969498939-6.941278493074335e-16j)
502,(-13.864282037281763+7.777832528836762e-16j)
503,(-13.33448405893957-1.2438226619963435e-15j)
504,(-33.986948005927616+3.4463936314220484e-16j)
505,(-31.72127121841622-5.849443827451466e-17j)
506,(-9.473246999086937+4.57089758997074e-16j)
507,(-10.733826554191271+3.860523490788474e-16j)
508,(-28.699149715784365-6.031364757807979e-16j)
509,(-26.88766750731899-8.593144765167744e-16j)
510,(-13.563515523928062+6.28406057012128e-16j)
511,(-24.857506799047215+1.8142358180887536e-16j)
512,(-25.2091440981708-5.8978726228834e-16j)
513,(-25.284141459107435+5.7539086631659235e-15j)
514,(-24.07096137353157-8.146615361899838e-16j)
515,(-23.10238868258105-3.330561050698562e-16j)
516,(-22.522318721204815-6.433545944153786e-16j)
517,(-15.322039889916772-5.598248680973616e-17j)
518,(-15.45983446352252-1.1359809727783072e-15j)
519,(-21.422210899633626+7.042396581542591e-16j)
520,(-20.52245749723711-2.4685199256529403e-15j)
521,(-20.171976682153762+6.739880339954383e-16j)
522,(-19.099599109853976-6.456554773673141e-17j)
523,(-16.55073048091444+2.711223899074893e-16j)
524,(-17.344668071078623+1.6409437387640453e-16j)
525,(-17.150962885963114-2.483544025691221e-15j)
526,(-18.558570222145335+4.3075159727447823e-16j)
527,(-17.999757842742+1.6324396323698579e-15j)
528,(-8.098525038847814-5.625361728369885e-16j)
529,(-27.861437076131413-8.040669132545335e-16j)
530,(-10.60296787388143-5.233311337663824e-16j)
531,(-26.569811312875-3.1364672659722696e-16j)
532,(-26.280989194532054+2.0328333450585932e-16j)
533,(-25.2957132823729+7.268504005463547e-16j)
534,(-12.427182963652909-1.684450986217771e-17j)
535,(-24.539074766513284+8.9579706061832e-16j)
536,(-23.511291024047217-1.253165409665702e-15j)
537,(-23.042755810716574+9.175352385235932e-16j)
538,(-13.495053599704095+2.8760986049665206e-16j)
539,(-22.020577749670853-1.3043522439542148e-15j)
540,(-21.49123296471037+3.680655988772178e-16j)
541,(-20.40096896160432+1.5446932670983967e-15j)
542,(-20.23035017842053-5.531300512251093e-16j)
543,(-13.997328843381432+1.2567250393952582e-15j)
544,(-14.476617017661649+9.88830224195865e-16j)
545,(-14.709630442644666-3.28932920948065e-16j)
546,(-19.131832487739345+1.5821653317723157e-15j)
547,(-15.821380136878759-1.731769886228227e-15j)
548,(-16.137228082080295+2.710658506739492e-16j)
549,(-18.15728221207144+3.016750763078061e-16j)
