,0
467,(-244.99174614302785-1.9288107115448953e-14j)
468,(-251.31844853505476-6.335741207081099e-14j)
469,(-313.5626308036187-2.7087616953072255e-13j)
470,(-309.4819109552865-4.127538062385505e-14j)
471,(-207.26817428348102+2.0832358680834633e-14j)
472,(-213.47921786652967-1.9362998476882705e-13j)
473,(-291.58221207485457+1.3840001676585423e-13j)
474,(-220.96643708954093-2.2743270350471792e-14j)
475,(-232.0552539737059-1.663334038919254e-13j)
476,(-281.17980985586456-4.889129023303754e-13j)
477,(-243.51055806821273-1.9776083995903057e-14j)
478,(-264.48662297716174+1.9547559434477156e-13j)
479,(-248.00159853978334+2.3486929035584907e-13j)
480,(-308.91975757974825-1.49985001106748e-13j)
481,(-303.7886758024636+1.0032165431047922e-13j)
482,(-201.32308432809245+2.1805850101660757e-13j)
483,(-203.89630234507985+1.7746031825105064e-13j)
484,(-209.48604206344527+3.124547320069553e-13j)
485,(-289.6118631363816+1.6302814385533828e-13j)
486,(-283.716371105764+6.455829068293943e-14j)
487,(-276.9791438195363-8.390671440395513e-14j)
488,(-271.4384325828895+1.4192501834957964e-13j)
489,(-228.3306398976509-1.6783693879696757e-13j)
490,(-255.7862672093153-7.839026046460248e-14j)
491,(-238.7634259732463-6.249034979927172e-14j)
492,(-243.02233047562862-6.074838922132729e-13j)
493,(-245.50304581959142-2.1075889943776103e-12j)
494,(-244.86505259163985+2.7856077691902047e-12j)
495,(-304.1808816289169+2.274244696428168e-13j)
496,(-297.9392303005223+1.3147452001699809e-13j)
497,(-208.54066436992855-2.843673404180964e-13j)
498,(-294.9975572491865+6.690343196810284e-13j)
499,(-290.8428920202135-2.4745370408998205e-13j)
500,(-224.35156740166272-2.5965212994511287e-13j)
501,(-232.44602843942755+2.2455579466906814e-13j)
502,(-240.46284635385533+3.023155453213525e-14j)
503,(-251.68504089516313-2.2833265694932867e-13j)
504,(-297.44690137606915+2.43428746169477e-13j)
505,(-291.4764016140359+2.2926106831891403e-13j)
506,(-221.91732396934924+1.125067853693286e-14j)
507,(-224.94165483282285+2.1506062832381125e-14j)
508,(-284.8562567800524+4.150496883279695e-14j)
509,(-271.32834297694524-1.0897851318804232e-13j)
510,(-268.73488034161255-1.0460676893056633e-13j)
511,(-256.1089130676144-2.88037599326437e-14j)
512,(-251.10706298651968+4.598258807749125e-13j)
513,(-201.2740849465589-1.4484095582951655e-13j)
514,(-215.12258194235736+5.503871931616151e-14j)
515,(-295.9799284348558-6.372186058606796e-14j)
516,(-287.63698591465527+5.611367960688419e-15j)
517,(-226.3956546330753-1.889714571628523e-13j)
518,(-234.645496184156+2.0056580800673765e-13j)
519,(-271.58539406117194-3.009634186373729e-13j)
520,(-248.25273060580625+4.0550562808553216e-14j)
521,(-254.6642690715855-2.3626845823616453e-13j)
522,(-288.78334316312043-9.498142553236068e-14j)
523,(-214.87139159310954-2.844137535916029e-13j)
524,(-277.6889473285592-6.3534003042775196e-15j)
525,(-276.4331178178531-8.932727851467297e-14j)
526,(-268.2449511745604-1.6060602821827874e-13j)
527,(-226.67510307594458-1.3941722737918105e-14j)
528,(-253.51117829472847-1.7680952125408565e-13j)
529,(-317.29971848002265+2.0767277775408174e-13j)
530,(-309.20104147138863-1.8295061185565346e-13j)
531,(-198.4521386269036+5.935942920954024e-14j)
532,(-304.32088664227695+3.7583952165503647e-13j)
533,(-204.83860210112758+2.5567303357470856e-14j)
534,(-206.79931366965232-3.0756868505903726e-14j)
535,(-296.38903347224533-2.436595127101341e-13j)
536,(-225.52963474675119-1.479506648525396e-13j)
537,(-269.8780147198587-2.510006602379058e-13j)
538,(-237.3856387041657-1.4805878224243133e-13j)
539,(-239.40060695126596+4.108669224186059e-13j)
540,(-241.0341218599675-4.3028072901160385e-13j)
541,(-244.3696917655666-3.569308379973857e-14j)
542,(-250.95712775461112+3.541021619261528e-14j)
543,(-259.6916317855376-1.1145955738894775e-13j)
544,(-203.29707056990526-2.922107000813412e-13j)
545,(-220.69493345978555+2.209436653978969e-14j)
546,(-228.71560446600128-4.403998124849441e-13j)
547,(-235.0119851080954-1.6990495820930236e-13j)
548,(-288.29267382910217-4.56925185053915e-13j)
549,(-286.146801480058+6.322338425999401e-13j)
